Timestamp,CPU
2025-07-30 16:17:52,0.08268
2025-07-30 16:16:52,0.0848
2025-07-30 16:15:52,0.08129
2025-07-30 16:14:52,0.09381
2025-07-30 16:13:52,0.07922
2025-07-30 16:12:52,0.0806
2025-07-30 16:11:52,0.08339
2025-07-30 16:10:52,0.08616
2025-07-30 16:09:51,0.0872
2025-07-30 16:08:51,0.08339
2025-07-30 16:07:51,0.07677
2025-07-30 16:06:51,0.07332
2025-07-30 16:05:51,0.0747
2025-07-30 16:04:51,0.07539
2025-07-30 16:03:51,0.07958
2025-07-30 16:02:51,0.08372
2025-07-30 16:01:51,0.08546
2025-07-30 16:00:51,0.08339
2025-07-30 15:59:51,0.07677
2025-07-30 15:58:51,0.08721
2025-07-30 15:57:51,0.08269
2025-07-30 15:56:51,0.08302
2025-07-30 15:55:51,0.07923
2025-07-30 15:54:51,0.08025
2025-07-30 15:53:51,0.08963
2025-07-30 15:52:51,0.08166
2025-07-30 15:51:51,0.08268
2025-07-30 15:50:51,0.08512
2025-07-30 15:49:51,0.08513
2025-07-30 15:48:51,0.08372
2025-07-30 15:47:51,0.08165
2025-07-30 15:46:51,0.08338
2025-07-30 15:45:51,0.08755
2025-07-30 15:44:51,0.0886
2025-07-30 15:43:51,0.07921
2025-07-30 15:42:51,0.08513
2025-07-30 15:41:51,0.0806
2025-07-30 15:40:51,0.08999
2025-07-30 15:39:51,0.08581
2025-07-30 15:38:51,0.08129
2025-07-30 15:37:51,0.08374
2025-07-30 15:36:51,0.08616
2025-07-30 15:35:51,0.09137
2025-07-30 15:34:51,0.08374
2025-07-30 15:33:51,0.08755
2025-07-30 15:32:51,0.08305
2025-07-30 15:31:51,0.08061
2025-07-30 15:30:51,0.08685
2025-07-30 15:29:51,0.08652
2025-07-30 15:28:51,0.08651
2025-07-30 15:27:51,0.08719
2025-07-30 15:26:51,0.08582
2025-07-30 15:25:51,0.08686
2025-07-30 15:24:51,0.08895
2025-07-30 15:23:51,0.08303
2025-07-30 15:22:51,0.08616
2025-07-30 15:21:51,0.0872
2025-07-30 15:20:51,0.08164
2025-07-30 15:19:51,0.08061
2025-07-30 15:18:51,0.0872
2025-07-30 15:17:51,0.08789
2025-07-30 15:16:51,0.08548
2025-07-30 15:15:51,0.08511
2025-07-30 15:14:51,0.09068
2025-07-30 15:13:51,0.08096
2025-07-30 15:12:51,0.09171
2025-07-30 15:11:51,0.08513
2025-07-30 15:10:51,0.08685
2025-07-30 15:09:51,0.08407
2025-07-30 15:08:51,0.07714
2025-07-30 15:07:51,0.08338
2025-07-30 15:06:51,0.07713
2025-07-30 15:05:51,0.07748
2025-07-30 15:04:51,0.07018
2025-07-30 15:03:52,0.08372
2025-07-30 15:02:51,0.08234
2025-07-30 15:01:51,0.08165
2025-07-30 15:00:51,0.08581
2025-07-30 14:59:51,0.09624
2025-07-30 14:58:51,0.08303
2025-07-30 14:57:51,0.08165
2025-07-30 14:56:51,0.08755
2025-07-30 14:55:51,0.09138
2025-07-30 14:54:51,0.08131
2025-07-30 14:53:51,0.08025
2025-07-30 14:52:51,0.0806
2025-07-30 14:51:51,0.08165
2025-07-30 14:50:51,0.0886
2025-07-30 14:49:51,0.08409
2025-07-30 14:48:51,0.07886
2025-07-30 14:47:51,0.07644
2025-07-30 14:46:51,0.08546
2025-07-30 14:45:51,0.08129
2025-07-30 14:44:51,0.0827
2025-07-30 14:43:51,0.08546
2025-07-30 14:42:51,0.0813
2025-07-30 14:41:51,0.07817
2025-07-30 14:40:51,0.1369
2025-07-30 14:39:51,0.08722
2025-07-30 14:38:51,0.08962
2025-07-30 14:37:51,0.0879
2025-07-30 14:36:51,0.08165
2025-07-30 14:35:51,0.08477
2025-07-30 14:34:51,0.08826
2025-07-30 14:33:51,0.08997
2025-07-30 14:32:51,0.08373
